course_name,entry_date,student_number,student_name,class_number,grade1,grade2,grade3,grade4,grade5,grade6,note1,note2
英語コミュニケーション,2025-10-11,022,渡辺 健太,2-A,3,3,1,,,,良好,
英語コミュニケーション,2025-10-11,019,林 楓,1-B,4,4,4,99.7,,,要注意,
英語コミュニケーション,2025-10-11,011,清水 誠,1-A,0,1,0,89.8,,,,
英語コミュニケーション,2025-10-11,006,小林 誠,1-A,3,4,1,87.3,84.4,,,
英語コミュニケーション,2025-10-11,008,小林 愛,2-A,2,2,4,,,,良好,
英語コミュニケーション,2025-10-11,009,中村 楓,1-C,1,3,,86.2,,,,
英語コミュニケーション,2025-10-11,016,井上 拓也,2-C,0,0,1,83.7,,,要注意,
英語コミュニケーション,2025-10-11,017,井上 大輔,2-A,2,4,3,69.3,73.3,,普通,
英語コミュニケーション,2025-10-11,002,松本 大輔,2-C,3,1,3,68.3,,,良好,
英語コミュニケーション,2025-10-11,018,斎藤 愛,2-C,0,0,3,,,,,
英語コミュニケーション,2025-10-11,020,山田 健太,2-B,0,1,3,89.6,63.0,,良好,
英語コミュニケーション,2025-10-11,010,松本 拓也,2-C,0,2,1,,,,,
物理基礎,2025-10-11,021,田中 陽菜,2-C,2,3,,86.3,,,良好,
物理基礎,2025-10-11,001,高橋 陽菜,2-B,2,4,2,63.8,,,,
物理基礎,2025-10-11,011,清水 健太,1-A,2,0,3,97.2,78.3,,,
物理基礎,2025-10-11,018,小林 拓也,1-A,2,2,,,62.2,,,
物理基礎,2025-10-11,003,田中 凛,1-C,3,2,,60.8,,,普通,
物理基礎,2025-10-11,008,伊藤 陽菜,2-C,2,3,2,,,,良好,
物理基礎,2025-10-11,020,林 さくら,2-C,0,3,,76.2,77.9,,,
物理基礎,2025-10-11,010,松本 拓也,2-A,0,2,,,,,要注意,
物理基礎,2025-10-11,009,加藤 太郎,1-A,0,4,,,95.0,,要注意,
物理基礎,2025-10-11,005,清水 次郎,2-C,0,2,1,91.3,96.9,,,
物理基礎,2025-10-11,004,松本 美咲,1-A,0,0,,,,,,
物理基礎,2025-10-11,019,佐藤 勇,2-C,2,2,4,97.1,,,,
物理基礎,2025-10-11,017,伊藤 剛,2-C,0,3,0,,,,良好,
物理基礎,2025-10-11,014,林 美咲,2-C,3,2,,,66.7,,,
化学基礎,2025-10-11,013,渡辺 楓,2-B,3,1,1,,,,普通,
化学基礎,2025-10-11,020,林 健太,1-B,0,0,3,,85.7,,良好,
化学基礎,2025-10-11,006,松本 誠,1-A,0,1,4,72.4,78.4,,要注意,
化学基礎,2025-10-11,007,井上 愛,2-C,2,2,0,,93.9,,良好,
化学基礎,2025-10-11,001,井上 愛,1-B,4,0,,77.0,,,,
化学基礎,2025-10-11,010,佐々木 誠,1-C,4,1,1,67.4,63.7,,,
化学基礎,2025-10-11,015,山本 太郎,1-C,2,3,2,88.3,,,良好,
化学基礎,2025-10-11,018,佐藤 修,2-B,0,3,,,,,普通,
化学基礎,2025-10-11,005,林 翔,1-A,4,2,2,98.9,,,普通,
化学基礎,2025-10-11,019,林 楓,2-B,1,0,0,68.0,,,,
化学基礎,2025-10-11,014,山口 楓,2-C,1,1,,74.6,,,,
化学基礎,2025-10-11,003,高橋 さくら,1-A,3,0,,73.9,79.7,,要注意,
化学基礎,2025-10-11,016,斎藤 楓,1-A,2,3,0,,84.9,,普通,
化学基礎,2025-10-11,002,佐藤 誠,1-A,2,3,3,,90.4,,,
日本史A,2025-10-11,011,清水 優奈,1-C,3,4,3,,,,,
日本史A,2025-10-11,005,渡辺 陽菜,2-C,3,1,3,95.6,82.6,,,
日本史A,2025-10-11,023,高橋 さくら,1-B,3,3,4,,,,良好,
日本史A,2025-10-11,007,鈴木 剛,2-C,1,1,1,,89.7,,普通,
日本史A,2025-10-11,014,高橋 さくら,2-C,2,0,1,,,,要注意,
日本史A,2025-10-11,012,中村 さくら,2-A,1,2,1,96.7,,,,
日本史A,2025-10-11,004,林 花子,1-C,1,0,,70.7,97.9,,,
日本史A,2025-10-11,021,山田 剛,1-C,0,2,0,81.8,84.0,,,
日本史A,2025-10-11,015,清水 葵,1-A,1,3,4,61.3,,,普通,
日本史A,2025-10-11,001,高橋 陽菜,1-C,2,0,1,78.7,70.2,,,
日本史A,2025-10-11,016,高橋 愛,1-A,4,0,,,69.3,,,
日本史A,2025-10-11,022,清水 愛,2-A,2,4,2,63.9,,,普通,
日本史A,2025-10-11,020,佐々木 凛,2-A,0,2,4,67.5,,,要注意,
日本史A,2025-10-11,003,吉田 拓也,2-B,3,0,3,,,,良好,
日本史A,2025-10-11,010,鈴木 勇,2-C,2,4,4,,67.4,,要注意,
日本史A,2025-10-11,006,清水 優奈,1-B,0,3,,,,,要注意,
